property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,independent,sector 26,13.5,29880.0,5.0,5.0,3+,2.0,Relatively New,4518.0,1.0,1.0,0.0,1.0,1.0,2,49
flat,dlf regency park,sector 28,1.91,16608.0,2.0,2.0,2,11.0,New Property,1278.0,0.0,0.0,0.0,0.0,0.0,2,98
house,independent,sector 11,2.5,17857.0,5.0,4.0,3,1.0,Old Property,1850.0,0.0,0.0,1.0,0.0,0.0,1,0
flat,m3m capital,sector 113,3.25,14142.0,4.0,4.0,3+,34.0,Under Construction,2553.0,1.0,1.0,0.0,1.0,0.0,1,115
flat,bhagwati sadan,sector 12,1.15,5750.0,3.0,4.0,2,2.0,Old Property,2000.0,1.0,1.0,0.0,0.0,1.0,0,28
flat,corona optus,sector 37c,1.27,7231.0,3.0,3.0,3,2.0,Relatively New,1595.0,0.0,0.0,0.0,0.0,1.0,1,49
flat,bptp terra,sector 37d,1.75,7987.0,4.0,4.0,3,7.0,Relatively New,2100.0,0.0,0.0,0.0,0.0,1.0,0,120
flat,maxworth city residences,sector 10a,0.9,7083.0,2.0,2.0,3,9.0,New Property,1086.0,0.0,0.0,0.0,0.0,1.0,1,52
flat,ats triumph,sector 104,2.52,8000.0,4.0,4.0,3+,19.0,Relatively New,2800.0,0.0,1.0,1.0,0.0,0.0,0,156
flat,experion the heartsong,sector 108,1.65,8237.0,3.0,4.0,3,3.0,Moderately Old,1771.32,1.0,0.0,0.0,0.0,0.0,0,75
house,international city by sobha phase 1,sector 109,6.0,9634.0,4.0,5.0,3,2.0,Moderately Old,6228.0,0.0,0.0,0.0,0.0,0.0,1,76
flat,shree vardhman victoria,sector 70,1.64,8410.0,3.0,5.0,3,8.0,Relatively New,1527.0,0.0,1.0,0.0,0.0,0.0,1,126
house,dlf new town heights,sector 86,2.5,7827.0,4.0,5.0,3+,4.0,Moderately Old,3194.0,0.0,1.0,0.0,1.0,1.0,0,49
flat,godrej summit,sector 104,1.3,9027.0,3.0,2.0,3+,16.0,Relatively New,1303.0,1.0,0.0,1.0,1.0,0.0,0,0
flat,signature global solera,sector 107,0.5,7692.0,2.0,2.0,1,11.0,Relatively New,494.0,0.0,0.0,0.0,0.0,0.0,1,55
house,independent,sector 67,1.5,8641.0,5.0,3.0,2,2.0,New Property,200.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,puri diplomatic greens,sector 111,2.65,13589.0,3.0,4.0,2,7.0,Relatively New,2086.0,0.0,1.0,0.0,0.0,0.0,0,159
flat,umang monsoon breeze,sector 78,0.7,5719.0,2.0,2.0,2,5.0,Moderately Old,1224.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,la vida by tata housing,sector 113,1.5,11755.0,2.0,2.0,2,13.0,New Property,1418.0,0.0,0.0,0.0,0.0,0.0,1,71
house,eldeco mansionz,sector 48,6.4,23704.0,4.0,4.0,3,3.0,Moderately Old,2700.0,0.0,1.0,1.0,0.0,0.0,0,151
house,independent,sector 56,3.25,21495.0,5.0,6.0,3+,4.0,Relatively New,1512.0,0.0,0.0,0.0,1.0,1.0,0,27
house,international city by sobha phase 1,sector 109,6.1,25103.0,5.0,6.0,3+,2.0,Moderately Old,2430.0,0.0,1.0,0.0,0.0,0.0,1,30
flat,ild grand,sector 37c,0.66,5038.0,2.0,2.0,3+,14.0,Relatively New,1310.0,0.0,0.0,0.0,0.0,0.0,1,60
flat,central park resorts,sector 48,15.0,22388.0,5.0,6.0,3+,17.0,Relatively New,7444.0,1.0,1.0,0.0,1.0,0.0,2,45
flat,ats triumph,sector 104,1.83,7991.0,3.0,4.0,3+,10.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,1,165
flat,bptp terra,sector 37d,1.8,8215.0,4.0,3.0,3,18.0,Relatively New,2025.0,1.0,1.0,0.0,1.0,0.0,1,49
flat,m3m merlin,sector 67,3.4,14418.0,3.0,4.0,3,17.0,Relatively New,2134.0,0.0,1.0,0.0,0.0,0.0,0,174
flat,bestech park view residency,sector 2,0.56,8553.0,1.0,1.0,2,7.0,Moderately Old,722.0,0.0,0.0,0.0,0.0,0.0,1,92
flat,orris aster court premier,sector 85,1.73,6757.0,4.0,5.0,3+,8.0,Relatively New,2017.0,0.0,1.0,0.0,0.0,0.0,1,16
house,independent,sector 28,1.39,11583.0,2.0,2.0,1,3.0,Old Property,1450.0,0.0,0.0,1.0,0.0,0.0,1,37
flat,godrej nature plus,sector 33,1.3,8349.0,3.0,2.0,3+,18.0,New Property,1409.0,0.0,0.0,0.0,0.0,0.0,1,38
flat,breez global heights,sohna road,0.21,5329.0,1.0,1.0,1,2.0,Relatively New,438.0,0.0,0.0,0.0,0.0,0.0,1,21
flat,godrej air,sector 85,1.83,10005.0,3.0,3.0,3+,18.0,Under Construction,2032.0,0.0,0.0,0.0,0.0,0.0,1,110
flat,vatika city,sector 49,1.79,12785.0,3.0,3.0,3,9.0,Old Property,1556.0,0.0,1.0,0.0,0.0,0.0,1,38
flat,suncity vatsal valley,gwal pahari,1.28,9552.0,3.0,3.0,3,1.0,Relatively New,1489.0,0.0,0.0,0.0,0.0,0.0,0,49
flat,whiteland blissville,sector 76,1.92,11794.0,3.0,3.0,2,3.0,Under Construction,1628.0,0.0,0.0,0.0,0.0,0.0,1,61
flat,vatika the seven lamps,sector 82,0.81,6192.0,2.0,2.0,2,15.0,Relatively New,1176.0,0.0,0.0,0.0,0.0,0.0,0,117
flat,pyramid urban homes 2,sector 86,0.5,9615.0,2.0,2.0,1,10.0,Relatively New,578.0,0.0,0.0,0.0,0.0,0.0,1,15
flat,tulip violet,sector 69,1.2,8888.0,2.0,3.0,1,0.0,Relatively New,1222.0,0.0,0.0,0.0,0.0,0.0,1,150
flat,shree vardhman victoria,sector 70,1.8,9230.0,3.0,5.0,3,0.0,New Property,2167.0,0.0,0.0,0.0,0.0,0.0,1,72
flat,nbcc heights,sector 89,0.75,6578.0,2.0,2.0,2,6.0,Moderately Old,1032.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,shri balaji apartment,sector 12,0.35,4037.0,2.0,2.0,1,1.0,Moderately Old,737.0,0.0,0.0,0.0,0.0,0.0,1,23
house,independent,sector 48,5.5,23504.0,4.0,4.0,2,2.0,Relatively New,2340.0,0.0,1.0,0.0,0.0,0.0,0,22
flat,tulip violet,sector 69,1.4,8928.0,3.0,3.0,1,12.0,Relatively New,1376.0,0.0,0.0,0.0,1.0,0.0,1,174
flat,the lions cghs,sector 56,2.05,7884.0,4.0,4.0,3+,6.0,Relatively New,2500.0,0.0,0.0,0.0,0.0,1.0,0,101
flat,suncity vatsal valley,gwal pahari,1.45,10139.0,3.0,3.0,3,4.0,Under Construction,1430.0,0.0,0.0,0.0,0.0,0.0,1,49
flat,krisumi waterfall residences,sector 36a,3.65,14381.0,3.0,3.0,2,17.0,New Property,2297.0,0.0,0.0,0.0,0.0,0.0,1,31
flat,unitech uniworld city,sector 30,3.55,14991.0,3.0,5.0,3+,16.0,Old Property,2367.0,0.0,1.0,0.0,0.0,0.0,0,141
flat,breez global hill view,sohna road,0.35,5319.0,2.0,2.0,2,18.0,New Property,658.0,0.0,0.0,0.0,0.0,0.0,1,15
flat,ats tourmaline,sector 109,1.5,8571.0,3.0,3.0,3+,7.0,Relatively New,1466.0,0.0,0.0,0.0,0.0,0.0,1,165
flat,om apartment dayanand colony,sector 5,0.26,4373.0,1.0,1.0,1,3.0,Relatively New,648.0,0.0,0.0,0.0,0.0,0.0,1,14
house,independent,sector 46,5.65,23870.0,8.0,6.0,3+,3.0,Moderately Old,2367.0,0.0,1.0,0.0,0.0,0.0,0,67
flat,indiabulls centrum park,sector 103,1.01,8080.0,2.0,2.0,3,5.0,Relatively New,1338.0,0.0,0.0,1.0,0.0,0.0,0,165
flat,tulsiani easy in homes,sohna road,0.4,6722.0,2.0,2.0,3,12.0,New Property,661.0,0.0,0.0,0.0,0.0,0.0,1,36
flat,shree vardhman victoria,sector 70,1.65,8461.0,3.0,3.0,2,6.0,Relatively New,2167.0,1.0,0.0,0.0,0.0,0.0,1,72
house,vipul tatvam villa,sector 48,8.25,38194.0,4.0,4.0,3+,3.0,Relatively New,2160.0,0.0,1.0,1.0,0.0,0.0,0,160
house,ansal sushant lok,sector 43,10.5,27911.0,4.0,4.0,2,2.0,Old Property,3762.0,0.0,1.0,0.0,0.0,0.0,1,59
house,independent,sector 43,5.75,23663.0,4.0,4.0,2,4.0,Under Construction,2430.0,0.0,1.0,1.0,0.0,0.0,2,153
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2.0,2.0,2,9.0,New Property,733.0,0.0,0.0,0.0,0.0,0.0,1,60
flat,ss the leaf,sector 85,1.99,8659.0,3.0,4.0,3+,17.0,Relatively New,2398.0,0.0,1.0,0.0,0.0,0.0,0,174
flat,gls arawali homes,sohna road,0.28,4307.0,2.0,2.0,2,12.0,New Property,588.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,tarc maceo,sector 91,0.89,6339.0,2.0,2.0,3+,9.0,Relatively New,1302.0,0.0,0.0,0.0,0.0,1.0,0,13
flat,mapsko paradise,sector 83,0.75,5597.0,3.0,3.0,3,10.0,New Property,1162.0,0.0,0.0,0.0,0.0,1.0,0,49
flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2.0,3,2.0,Moderately Old,905.0,0.0,0.0,0.0,0.0,0.0,1,38
house,independent,sohna road road,0.95,8920.0,3.0,10.0,3+,3.0,New Property,1065.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,raheja vedaanta,sector 108,0.65,4761.0,2.0,2.0,2,5.0,Relatively New,1235.0,0.0,0.0,0.0,1.0,0.0,0,174
house,independent,sector 38,3.9,21242.0,6.0,6.0,3+,3.0,Moderately Old,1836.0,1.0,1.0,0.0,1.0,0.0,1,32
flat,signature global park,sohna road,0.72,5991.0,2.0,2.0,3,3.0,Relatively New,1095.0,0.0,0.0,0.0,1.0,0.0,1,158
flat,experion the heartsong,sector 108,2.08,9904.0,4.0,4.0,3+,3.0,Relatively New,2631.0,0.0,1.0,0.0,0.0,0.0,1,126
flat,microtek greenburg,sector 86,1.23,8310.0,2.0,2.0,3,13.0,Relatively New,1339.0,1.0,0.0,0.0,0.0,0.0,1,6
flat,hero homes,sector 104,1.35,9565.0,3.0,2.0,2,18.0,New Property,1094.0,0.0,0.0,0.0,0.0,0.0,1,49
flat,la vida by tata housing,sector 113,3.05,11338.0,3.0,4.0,3,15.0,New Property,2600.0,0.0,1.0,0.0,0.0,0.0,1,174
flat,godrej nature plus,sector 33,1.65,8266.0,3.0,3.0,3,2.0,Under Construction,2218.0,0.0,1.0,0.0,0.0,0.0,1,37
flat,tulip violet,sector 69,1.3,8283.0,3.0,3.0,1,12.0,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,1,86
flat,shree vardhman victoria,sector 70,1.6,8205.0,3.0,3.0,3,10.0,Relatively New,1527.0,1.0,1.0,0.0,1.0,1.0,1,43
flat,shree vardhman victoria,sector 70,1.63,8358.0,3.0,5.0,3,12.0,Relatively New,1527.0,0.0,1.0,0.0,0.0,0.0,1,43
house,independent,sohna road,0.07,2527.0,1.0,1.0,0,1.0,Relatively New,33.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3.0,3.0,3,3.0,Relatively New,1833.0,1.0,1.0,0.0,0.0,0.0,0,124
flat,shyam sadan,sector 3 phase 2,0.55,6470.0,2.0,2.0,1,4.0,Relatively New,778.0,1.0,0.0,0.0,0.0,0.0,0,69
flat,dlf new town heights,sector 90,1.51,6387.0,4.0,4.0,3+,6.0,Relatively New,2362.0,0.0,1.0,0.0,1.0,0.0,0,142
flat,imperia the esfera,sector 37c,0.87,5513.0,2.0,3.0,3+,9.0,New Property,1428.0,1.0,0.0,0.0,0.0,0.0,1,49
flat,godrej summit,sector 104,0.75,5910.0,2.0,2.0,3,6.0,Relatively New,1148.0,0.0,0.0,0.0,0.0,1.0,1,79
flat,vipul lavanya,sector 81,0.65,5265.0,2.0,2.0,2,14.0,Moderately Old,985.0,0.0,0.0,0.0,0.0,0.0,1,96
flat,sare homes,sector 92,0.71,5354.0,3.0,3.0,3,2.0,Relatively New,1473.0,0.0,0.0,0.0,1.0,0.0,1,108
flat,chd avenue,sector 71,0.98,6049.0,3.0,3.0,3,0.0,Moderately Old,1466.0,1.0,0.0,0.0,0.0,0.0,1,65
house,independent,sector 38,3.5,20325.0,3.0,2.0,2,1.0,Moderately Old,1722.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,sunischit apartments,sector 54,1.75,7954.0,3.0,4.0,3+,5.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,0,83
house,independent,sector 2,3.65,23443.0,3.0,9.0,3+,3.0,New Property,1557.0,0.0,1.0,0.0,1.0,0.0,0,116
flat,antriksh heights,sector 84,0.79,4579.0,3.0,3.0,3+,8.0,New Property,1561.0,0.0,0.0,0.0,0.0,0.0,1,24
flat,dlf the skycourt,sector 86,1.55,8031.0,3.0,3.0,3,5.0,Relatively New,1900.0,0.0,0.0,0.0,0.0,0.0,1,49
house,independent,sector 56,2.95,20233.0,2.0,2.0,0,1.0,Moderately Old,1458.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,sobha city,sector 108,2.9,14478.0,3.0,4.0,2,8.0,New Property,2003.0390937974855,0.0,0.0,0.0,0.0,0.0,1,109
house,independent,sector 43,27.5,24366.0,6.0,7.0,3+,3.0,Relatively New,11286.0,1.0,1.0,0.0,1.0,1.0,0,42
flat,m3m one key resiments,sector 67,0.8,13115.0,1.0,1.0,0,0.0,Relatively New,610.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,bptp terra,sector 37d,1.95,14444.0,4.0,3.0,3,7.0,Under Construction,1650.0,0.0,0.0,0.0,0.0,0.0,1,53
flat,emaar mgf the palm drive,sector 66,2.8,16470.0,3.0,4.0,3,8.0,Relatively New,1700.060716454159,0.0,1.0,0.0,0.0,0.0,0,117
flat,sbtl caladium,sector 109,1.6,6286.0,3.0,3.0,3,9.0,Relatively New,2303.0,0.0,1.0,0.0,0.0,0.0,1,75
flat,ss the leaf,sector 85,1.17,6720.0,2.0,3.0,3,10.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,1.0,1,49
flat,rof ananda,sector 95,0.38,5899.0,3.0,2.0,1,2.0,Relatively New,716.0,0.0,0.0,0.0,1.0,0.0,0,66
flat,ild greens,sector 37c,0.9,5614.0,3.0,3.0,3,0.0,Under Construction,1500.0,0.0,0.0,0.0,0.0,0.0,1,66
house,independent,sector 24,2.75,7667.0,7.0,7.0,3+,3.0,Moderately Old,3000.0,0.0,0.0,0.0,0.0,1.0,0,0
flat,experion windchants,sector 112,2.5,13888.0,2.0,2.0,3,10.0,Relatively New,1939.03,1.0,0.0,0.0,1.0,0.0,0,174
flat,orris aster court,sector 85,0.93,5671.0,3.0,3.0,3,8.0,Relatively New,1587.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,2.0,2.0,3,0.0,Relatively New,1073.0,0.0,0.0,0.0,0.0,0.0,1,49
flat,sare green parc phase 3,sector 92,0.75,7142.0,3.0,2.0,2,3.0,New Property,1298.0,0.0,0.0,0.0,0.0,0.0,1,121
flat,orris aster court premier,sector 85,1.25,5896.0,3.0,4.0,2,5.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0,174
flat,m3m soulitude,sector 89,1.14,8000.0,3.0,3.0,2,2.0,Under Construction,1581.0,1.0,0.0,0.0,0.0,0.0,1,77
flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3.0,3+,8.0,Relatively New,1466.0,0.0,0.0,1.0,0.0,0.0,1,119
house,independent,sector 55,1.45,26852.0,1.0,4.0,3+,4.0,Relatively New,60.0,0.0,0.0,1.0,0.0,0.0,1,70
flat,mvn athens,sohna road,0.25,3671.0,2.0,2.0,1,11.0,Relatively New,681.0,0.0,0.0,0.0,0.0,0.0,0,67
flat,emaar gurgaon greens,sector 102,1.35,8181.0,3.0,3.0,3,9.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,1,100
flat,elan mercado,sector 80,0.85,12408.0,1.0,1.0,1,15.0,Relatively New,761.0,0.0,0.0,0.0,0.0,0.0,1,60
house,independent,sector 6,0.5,8333.0,3.0,3.0,2,2.0,Moderately Old,600.0,0.0,0.0,0.0,1.0,0.0,1,0
flat,dlf the skycourt,sector 86,1.6,8294.0,3.0,3.0,3+,9.0,Relatively New,1548.0,0.0,0.0,0.0,0.0,1.0,0,167
house,vipul tatvam villa,sector 48,5.75,22184.0,4.0,4.0,2,2.0,Moderately Old,2592.0,0.0,1.0,0.0,0.0,0.0,1,30
flat,ss the leaf,sector 85,1.1,6318.0,2.0,2.0,3+,3.0,Relatively New,1464.0,0.0,0.0,1.0,0.0,0.0,1,143
flat,ireo the corridors,sector 67a,1.85,9531.0,3.0,4.0,3,4.0,New Property,1941.0,1.0,0.0,1.0,0.0,0.0,0,150
flat,imperia the esfera,sector 37c,0.98,5399.0,3.0,4.0,3,9.0,Relatively New,1660.0,0.0,1.0,0.0,0.0,1.0,1,49
flat,afnhb jalvayu vihar,sector 30,0.69,7272.0,2.0,2.0,1,3.0,Old Property,896.0,0.0,0.0,0.0,0.0,0.0,1,65
house,signature global city 81,sector 81,0.75,6849.0,3.0,2.0,3,4.0,Under Construction,1095.0,1.0,0.0,0.0,0.0,0.0,1,97
flat,sidhartha ncr one phase,sector 95,0.56,4105.0,2.0,2.0,2,10.0,Relatively New,1234.0,0.0,0.0,0.0,0.0,0.0,0,60
flat,godrej summit,sector 104,0.82,9854.0,2.0,2.0,3,12.0,Relatively New,86.0,1.0,0.0,0.0,0.0,0.0,1,120
flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2.0,1,8.0,New Property,1231.0,0.0,0.0,0.0,0.0,0.0,1,67
house,independent,sector 3 phase 3 extension,1.5,5000.0,6.0,1.0,0,1.0,New Property,3000.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,m3m capital,sector 113,2.9,12619.0,4.0,4.0,3+,11.0,Under Construction,2553.0,1.0,1.0,0.0,0.0,0.0,1,49
house,international city by sobha phase 2,sector 109,6.25,11574.0,4.0,4.0,3+,2.0,Relatively New,5400.0,0.0,1.0,0.0,0.0,0.0,1,138
flat,sukhshanti apartment,sector 56,1.65,7006.0,3.0,3.0,3+,5.0,Moderately Old,2131.0,1.0,0.0,0.0,0.0,0.0,0,134
house,international city by sobha phase 2,sector 109,9.4,26111.0,5.0,6.0,3+,2.0,Relatively New,3600.0,1.0,1.0,1.0,1.0,0.0,0,147
flat,maxworth city residences,sector 10a,0.8,6400.0,2.0,3.0,2,9.0,New Property,1389.0,0.0,0.0,0.0,0.0,0.0,1,46
flat,vatika independent floors,sector 82,0.67,5826.0,2.0,2.0,3,2.0,Moderately Old,1150.0,0.0,0.0,0.0,0.0,0.0,1,53
flat,mapsko casa bella,sector 82,1.75,6903.0,4.0,5.0,3+,1.0,Relatively New,2535.0,0.0,0.0,0.0,0.0,0.0,1,54
flat,tata primanti,sector 72,3.2,12190.0,4.0,4.0,3+,8.0,Moderately Old,2600.0,0.0,1.0,0.0,0.0,0.0,0,168
house,ansals palam vihar,sector 2,2.68,17213.0,4.0,3.0,2,3.0,Moderately Old,1557.0,0.0,0.0,1.0,0.0,0.0,0,74
flat,ramprastha primera,sector 37d,1.02,6000.0,3.0,2.0,3,22.0,Under Construction,1538.0,0.0,0.0,0.0,0.0,0.0,1,43
flat,ansal sushant lok ci,sector 43,2.0,15151.0,3.0,3.0,2,1.0,Old Property,1467.0,0.0,1.0,0.0,0.0,0.0,2,15
house,suncity township,sector 54,25.0,31110.0,4.0,4.0,3+,2.0,Moderately Old,8036.0,1.0,1.0,1.0,1.0,0.0,1,0
house,independent,sector 8,0.32,7111.0,2.0,3.0,1,1.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,1,0
house,independent,sector 26,4.6,12198.0,4.0,4.0,3+,2.0,Old Property,3771.0,0.0,0.0,0.0,0.0,0.0,1,28
flat,corona gracieux,sector 76,0.75,5660.0,2.0,2.0,3,13.0,Relatively New,1199.0,0.0,0.0,0.0,0.0,0.0,0,0
flat,imperia the esfera,sector 37c,1.1,5405.0,3.0,4.0,3,9.0,Relatively New,1899.0,1.0,1.0,0.0,0.0,0.0,1,49
flat,ss,sector 85,2.14,7610.0,4.0,4.0,3,6.0,Relatively New,2300.0,1.0,1.0,0.0,1.0,0.0,1,49
flat,shree vardhman flora,sector 90,1.27,4951.0,4.0,5.0,2,9.0,New Property,2248.0,1.0,1.0,0.0,0.0,0.0,1,83
house,uppal southend,sector 49,3.75,25562.0,2.0,6.0,3,3.0,Moderately Old,1467.0,0.0,0.0,0.0,0.0,1.0,1,49
flat,professors enclave cghs,sector 56,1.54,8324.0,3.0,3.0,2,6.0,Old Property,1920.0,0.0,1.0,0.0,1.0,0.0,0,104
flat,signature global synera,sector 81,0.38,9500.0,1.0,1.0,2,3.0,Relatively New,444.0,0.0,0.0,0.0,0.0,0.0,1,43
flat,la vida by tata housing,sector 113,2.78,11346.0,3.0,3.0,3,3.0,New Property,2599.0,1.0,1.0,0.0,0.0,0.0,1,174
flat,ss the leaf,sector 85,1.04,5973.0,2.0,3.0,3+,4.0,Relatively New,1576.0,0.0,0.0,1.0,0.0,0.0,1,113
flat,sare crescent parc,sector 92,0.95,5013.0,4.0,5.0,3+,13.0,Relatively New,1895.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,godrej oasis,sector 88a,1.5,8108.0,3.0,3.0,2,3.0,Relatively New,2056.0,0.0,0.0,0.0,0.0,0.0,1,47
flat,chd avenue,sector 71,0.79,6594.0,2.0,2.0,2,8.0,Relatively New,1084.0,0.0,0.0,0.0,0.0,1.0,1,0
house,independent,sector 14,5.5,16975.0,5.0,4.0,2,2.0,Old Property,3240.0,1.0,0.0,0.0,0.0,0.0,1,27
flat,sare homes,sector 92,0.56,4729.0,3.0,1.0,3,1.0,Moderately Old,1316.0,0.0,0.0,0.0,0.0,0.0,0,75
flat,ramprastha the edge towers,sector 37d,1.1,5528.0,3.0,3.0,3,9.0,Relatively New,1990.0,0.0,0.0,0.0,0.0,0.0,1,63
flat,dlf royalton tower,sector 43,6.2,20687.0,4.0,4.0,3+,9.0,Moderately Old,2712.0,0.0,1.0,0.0,0.0,0.0,1,7
flat,emaar palm gardens,sector 83,1.8,9473.0,3.0,3.0,3,6.0,Relatively New,1549.0,0.0,1.0,0.0,0.0,0.0,0,97
flat,ss the leaf,sector 85,1.93,8075.0,3.0,4.0,3,7.0,Relatively New,2400.0,0.0,1.0,0.0,0.0,0.0,1,174
flat,signature global park 4,sector 36,1.0,9900.0,3.0,2.0,3,2.0,New Property,1122.0,0.0,0.0,0.0,0.0,0.0,1,128
flat,smart world orchard,sector 61,1.7,15000.0,2.0,2.0,2,4.0,Under Construction,1278.0,0.0,0.0,0.0,0.0,0.0,1,24
house,ss aaron ville,sector 49,6.5,18808.0,5.0,5.0,2,2.0,Relatively New,3456.0,1.0,1.0,0.0,1.0,0.0,0,28
house,not applicable,sector 4,0.75,11719.0,2.0,4.0,3,2.0,Moderately Old,640.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,raheja vedaanta,sector 108,0.85,4637.0,3.0,3.0,2,2.0,Relatively New,1500.0,0.0,1.0,0.0,0.0,0.0,1,65
flat,tulip purple,sector 69,1.92,8000.0,4.0,5.0,3+,5.0,Relatively New,2172.0,0.0,1.0,0.0,0.0,0.0,0,158
flat,experion windchants,sector 112,4.25,11294.0,3.0,5.0,2,15.0,Relatively New,3000.0,0.0,1.0,0.0,1.0,0.0,1,72
flat,paras dews,sector 106,1.25,10656.0,3.0,4.0,3,14.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,1,167
flat,godrej oasis,sector 88a,1.45,8082.0,3.0,3.0,3,12.0,Relatively New,1993.0,0.0,0.0,0.0,0.0,0.0,1,49
house,madan puri,sector 7,0.75,12500.0,3.0,5.0,3,3.0,Moderately Old,600.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,zara aavaas,sector 104,0.4,7036.0,2.0,2.0,1,4.0,Relatively New,514.0,0.0,0.0,0.0,0.0,0.0,1,52
flat,godrej habitat,sector 3,1.35,12784.0,2.0,2.0,0,4.0,Old Property,1056.0,0.0,0.0,0.0,0.0,0.0,1,60
house,bptp visionnaire,sector 70a,5.4,20690.0,4.0,5.0,3+,3.0,Relatively New,2610.0,1.0,1.0,1.0,1.0,0.0,0,136
flat,central park flower valley,sector 33,1.35,10384.0,3.0,2.0,2,3.0,New Property,1444.0,0.0,0.0,0.0,0.0,0.0,1,87
flat,shree vardhman victoria,sector 70,1.65,8461.0,3.0,4.0,3,5.0,Relatively New,1527.0,0.0,1.0,0.0,0.0,1.0,0,49
flat,ild greens,sector 37c,0.75,5245.0,2.0,2.0,3+,13.0,Relatively New,1430.0,0.0,0.0,0.0,0.0,0.0,1,51
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2.0,2.0,2,11.0,New Property,1166.0,0.0,0.0,0.0,0.0,0.0,0,49
flat,emaar mgf palm hills,sector 77,1.25,8620.0,3.0,4.0,3,3.0,Relatively New,1310.0,1.0,1.0,0.0,0.0,0.0,1,49
house,independent,sector 11,1.35,3857.0,10.0,6.0,3+,3.0,Old Property,3500.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,vatika city homes,sector 83,1.0,5747.0,3.0,3.0,2,2.0,Relatively New,1575.0,0.0,0.0,1.0,0.0,0.0,0,174
flat,the lions cghs,sector 56,1.99,11055.0,4.0,4.0,3+,4.0,Old Property,2000.0,0.0,0.0,0.0,1.0,1.0,0,105
flat,antriksh heights,sector 84,0.6,5000.0,2.0,2.0,2,14.0,Relatively New,1086.0,0.0,0.0,0.0,0.0,0.0,1,52
house,independent,sector 69,0.8,10485.0,1.0,1.0,0,1.0,New Property,763.0,0.0,0.0,0.0,0.0,0.0,1,0
flat,sare crescent parc,sector 92,0.8,6033.0,3.0,2.0,2,3.0,Relatively New,1473.0,0.0,0.0,0.0,0.0,0.0,1,15
flat,ireo uptown,sector 66,4.85,12999.0,4.0,4.0,3+,15.0,Relatively New,3500.0,1.0,1.0,1.0,1.0,0.0,0,156
house,unitech uniworld resorts,sector 33,8.5,17820.0,5.0,5.0,3+,3.0,New Property,4770.0,1.0,1.0,1.0,1.0,0.0,0,145
house,independent,sector 46,3.6,24845.0,5.0,5.0,3+,3.0,Moderately Old,1449.0,0.0,1.0,0.0,0.0,0.0,0,75
flat,millenia,sector 37c,0.4,6666.0,2.0,2.0,2,4.0,New Property,667.0,0.0,0.0,0.0,0.0,0.0,1,29
flat,supertech araville,sector 79,0.9,5883.0,2.0,2.0,3,5.0,Relatively New,1450.0,1.0,0.0,0.0,0.0,0.0,1,53
flat,ss the leaf,sector 85,2.15,7645.0,4.0,5.0,3+,1.0,Relatively New,2545.0,0.0,1.0,0.0,0.0,0.0,1,165
house,independent,sector 43,8.5,31481.0,5.0,5.0,3,3.0,Moderately Old,2700.0,0.0,1.0,0.0,0.0,0.0,0,113
flat,ss the leaf,sector 85,2.05,7290.0,4.0,4.0,3+,4.0,Relatively New,2500.0,0.0,1.0,0.0,0.0,0.0,0,49
flat,assotech blith,sector 99,1.15,6593.0,2.0,2.0,2,2.0,New Property,1235.0,0.0,0.0,0.0,0.0,1.0,0,72
flat,aipl club residences,sector 70a,0.95,10215.0,2.0,2.0,1,11.0,New Property,930.0,0.0,0.0,0.0,0.0,0.0,0,103
